bydel,barnehage,spot_litenavdeling,spot_storavdeling,barnehage_url,address,latitude,longitude,match_score,matched_official_name,name_match_score,barnehagefakta_url
Alna,Barneslottet barnehage,17,3,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/barneslottet-barnehage/,"Dr. Dedichens vei 22A, 0675 OSLO",59.924773978523,10.862727820137,1.0,Barneslottet barnehage,1.0000,https://barnehagefakta.no/barnehage/996797864/barneslottet-barnehage
Alna,Frydenlund,16,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/frydenlund-barnehage/,"Dragonstien 95, 1062 OSLO",59.937613731918,10.913579074442,0.97,Frydenlund barnehage,0.5417,https://barnehagefakta.no/barnehage/975317161/frydenlund-barnehage
Alna,Furustien barnehage,10,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/furustien-barnehage/,"Trygve Lies plass 4, 1051 OSLO",59.94087642497,10.8953824569,1.0,Furustien barnehage,1.0000,https://barnehagefakta.no/barnehage/975317145/furustien-barnehage
Alna,Gransbakken,13,5,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/gransbakken-barnehage/,"Gransdalen 22, 1054 Oslo",59.946355682795,10.900787269952,0.97,Gransbakken barnehage,0.5531,https://barnehagefakta.no/barnehage/893765832/gransbakken-barnehage
Alna,Gransletta barnehage,20,13,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/gransletta-barnehage/,"Gransdalen 35, 1054 Oslo",59.944490461075,10.897647663349,1.0,Gransletta barnehage,1.0000,https://barnehagefakta.no/barnehage/975317137/gransletta-barnehage
Alna,Haugenstien,12,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/haugenstien-barnehage/,"Gransdalen 20, 1054 Oslo",59.946355682795,10.900787269952,0.97,Haugenstien barnehage,0.5531,https://barnehagefakta.no/barnehage/918871217/haugenstien-barnehage
Alna,Haugerud sentrum barnehage,13,10,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/haugerud-sentrum-barnehage/,"Haugerudsenteret 45, 0673 Oslo",59.921827531489,10.858048789129,1.0,Haugerud sentrum barnehage,1.0000,https://barnehagefakta.no/barnehage/975291421/haugerud-sentrum-barnehage
Alna,Havnehagen barnehage,9,3,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/havnehagen-barnehage/,"Lindebergveien 59, 1069 Oslo",59.931820252377,10.879242134167,1.0,Havnehagen barnehage,1.0000,https://barnehagefakta.no/barnehage/992552980/havnehagen-barnehage
Alna,Hellerud Barnehage,8,3,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/hellerud-barnehage/,"Landeroveien 1, 0672 Oslo",59.915825515533,10.855656172336,1.0,Hellerud Barnehage,1.0000,https://barnehagefakta.no/barnehage/974824299/hellerud-barnehage
Alna,Hellerudtoppen barnehage,3,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/hellerudtoppen-barnehage/,"Hellerudgrenda 52, 0672 Oslo",59.910797109367,10.859893197936,1.0,Hellerudtoppen barnehage,1.0000,https://barnehagefakta.no/barnehage/973483617/hellerudtoppen-barnehage
Alna,Jeriko private barnehage,3,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/jeriko-private-barnehage/,"Jerikoveien 65, 1067 OSLO",59.93508719918,10.888841391222,1.0,Jeriko private barnehage,1.0000,https://barnehagefakta.no/barnehage/989933973/klofterhagen-barnehage-as
Alna,Karihaugen,12,9,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/karihaugen-barnehage/,"Harald Sohlbergs vei 10, 1064 OSLO",59.9354005,10.9216895,0.97,Karihaugen barnehage,0.5417,https://barnehagefakta.no/barnehage/975297934/karihaugen-barnehage
Alna,Karlstua barnehage,7,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/karlstua-barnehage/,"Hagapynten 5, 0673 OSLO",59.929445708919,10.885643068105,1.0,Karlstua barnehage,1.0000,https://barnehagefakta.no/barnehage/975297950/karlstua-barnehage
Alna,Kløfterhagen barnehage,2,2,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/klofterhagen-private-barnehage/,"Jerikoveien 65, 1067 OSLO",59.93508719918,10.888841391222,0.97,Kløfterhagen private barnehage,0.7987,https://barnehagefakta.no/barnehage/989933973/klofterhagen-barnehage-as
Alna,Knøttene familiebarnehage,2,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/knottene-familiebarnehage/,"Lindebergåsen 33, 1071 OSLO",59.929349503449,10.87487914372,1.0,Knøttene familiebarnehage,1.0000,https://barnehagefakta.no/barnehage/990726035/knottene-familiebarnehage-bydel-alna-as
Alna,Kurland barnehage,11,2,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/kurland-barnehage/,"Ulsholtveien 66, 1053 OSLO",59.942025750067,10.8903997391,1.0,Kurland barnehage,1.0000,https://barnehagefakta.no/barnehage/975317129/kurland-barnehage
Alna,Lia barnehage,23,3,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/lia-barnehage/,"Harald Sohlbergsvei 19, 1064 OSLO",59.937284720013,10.915206862914,1.0,Lia barnehage,1.0000,https://barnehagefakta.no/barnehage/975297764/lia-barnehage
Alna,Lindebergskogen,9,4,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/lindebergskogen-barnehage/,"Lindebergveien 41, 1069 OSLO",59.93169232785,10.876872593656,0.97,Lindebergskogen barnehage,0.6875,https://barnehagefakta.no/barnehage/975297985/lindebergskogen-barnehage
Alna,Lindebergstua Kanvas-barnehage,10,3,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/lindebergstua-kanvas-barnehage/,"Lindebergveien 31, 1069 OSLO",59.930560136013,10.878168687015,1.0,Lindebergstua Kanvas-barnehage,1.0000,https://barnehagefakta.no/barnehage/975298809/lindebergstua-kanvas-barnehage
Alna,Linjen barnehage,9,8,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/linjen-barnehage/,"Haugenstuveien 52, 1084 OSLO",59.951201588083,10.908112950931,1.0,Linjen barnehage,1.0000,https://barnehagefakta.no/barnehage/975298000/linjen-barnehage
Alna,Lohøgda,7,6,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/lohogda-barnehage/,"Erlends vei 31, 0669 OSLO",59.917298434102,10.841570853271,0.97,Lohøgda barnehage,0.4958,https://barnehagefakta.no/barnehage/975298019/lohogda-barnehage
Alna,Lutvannskollen barnehage,7,5,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/lutvannskollen-barnehage/,"Ole Reistads vei 37E, 1068 OSLO",59.926176742928,10.878189273646,1.0,Lutvannskollen barnehage,1.0000,https://barnehagefakta.no/barnehage/975317110/lutvannskollen-barnehage
Alna,Læringsverkstedet Bryn estetiske barnehage AS,11,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/laringsverkstedet-bryn-estetiske-barnehage/,"Ole Deviks vei 19, 0666 OSLO",59.916021649246,10.825526509621,0.97,Læringsverkstedet Bryn estetiske barnehage,0.9115,https://barnehagefakta.no/barnehage/974207540/laringsverkstedet-bryn-barnehage
Alna,Læringsverkstedet Haugerudhagan barnehage,6,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/laringsverkstedet-haugerudhagan-barnehage/,"Haugerudhagan 11D, 0673 OSLO",59.919184368306,10.850566360695,1.0,Læringsverkstedet Haugerudhagan barnehage,1.0000,https://barnehagefakta.no/barnehage/973512560/laringsverkstedet-haugerudhagan-barnehage
Alna,Læringsverkstedet Munkebekken Idrettsbarnehage AS,25,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/laringsverkstedet-munkebekken-idrettsbarnehage/,"Munkebekken 292, 1061 OSLO",59.931169749954,10.91434958926,0.97,Læringsverkstedet Munkebekken idrettsbarnehage,0.8955,https://barnehagefakta.no/barnehage/899650352/laringsverkstedet-munkebekken-idrettsbarnehage
Alna,Norlandia Fagerholt BH,20,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/norlandia-fagerholt-barnehage/,"Dr. Dedichens vei 30, 0675 Oslo",59.922941526949,10.866931563102,1.0,Norlandia Fagerholt barnehage,1.0000,https://barnehagefakta.no/barnehage/975297713/norlandia-fagerholt-barnehage
Alna,Norlandia Sørhellinga barnehage,23,2,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/norlandia-sorhellinga-barnehage/,"Simon Darres vei 49B, 0669 OSLO",59.911980311003,10.833263561827,1.0,Norlandia Sørhellinga Barnehage,1.0000,https://barnehagefakta.no/barnehage/975291766/norlandia-sorhellinga-barnehage
Alna,Norlandia Valhall,17,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/norlandia-valhall-barnehage/,"Vestre haugen 48, 1054 Oslo",59.949593844514,10.89752759806,0.97,Norlandia Valhall barnehage,0.7583,https://barnehagefakta.no/barnehage/984933908/norlandia-valhall-barnehage
Alna,Ospa barnehage,10,9,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/ospa-barnehage/,"Lindebergåsen 58D, 1068 Oslo",59.93058438381,10.883395587905,1.0,Ospa barnehage,1.0000,https://barnehagefakta.no/barnehage/975298108/ospa-barnehage
Alna,Plassen Barnehage,4,7,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/plassen-barnehage/,"Jerikoveien 9, 1067 OSLO",59.933259004666,10.882902959098,1.0,Plassen barnehage,1.0000,https://barnehagefakta.no/barnehage/975317102/plassen-barnehage
Alna,Scala Private Barnehage,14,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/scala-private-barnehage/,"Granstangen 50, 1051 OSLO",59.94463304246,10.897423518989,1.0,Scala Private Barnehage,1.0000,https://barnehagefakta.no/barnehage/981169557/scala-private-barnehage-sa
Alna,Smalvollskogen barnehage,6,6,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/smalvollskogen-barnehage/,"Gunnulvs vei 38, 0669 OSLO",59.918401992935,10.844225894905,1.0,Smalvollskogen barnehage,1.0000,https://barnehagefakta.no/barnehage/975291731/smalvollskogen-barnehage
Alna,Smedbakken FUS bhg,13,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/smedbakken-fus-barnehage/,"Edvard Munchs vei 57, 1063 OSLO",59.93409652833,10.917653971626,1.0,Smedbakken FUS barnehage,1.0000,https://barnehagefakta.no/barnehage/975317099/smedbakken-fus-barnehage-as
Alna,Solfjellet,9,2,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/solfjellet-barnehage/,"Haugerudveien 93, 0674 OSLO",59.921599943522,10.85953888184,0.97,Solfjellet barnehage,0.5417,https://barnehagefakta.no/barnehage/975316424/solfjellet-barnehage
Alna,STJERNEBLOKKVEIEN PRIVATE BARNEHAGE,1,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/stjerneblokkveien-barnehage/,"Stjerneblokkveien 8, 1083 OSLO",59.950758142248,10.890252459553,0.97,Stjerneblokkveien barnehage,0.8124,https://barnehagefakta.no/barnehage/974832348/stjerneblokkveien-private-barnehage-as
Alna,Stjernemyra,9,5,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/stjernemyra-barnehage/,"Stjernemyrveien 50, 0673 OSLO",59.92023400285,10.856403262318,0.97,Stjernemyra barnehage,0.5531,https://barnehagefakta.no/barnehage/975298205/stjernemyra-barnehage
Alna,Stubberudlia barnehage,8,5,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/stubberudlia-barnehage/,"Tvetenveien 235, 0675 OSLO",59.925593735066,10.863573592335,1.0,Stubberudlia barnehage,1.0000,https://barnehagefakta.no/barnehage/875298232/stubberudlia-barnehage
Alna,Teisen vest barnehage,8,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/teisen-vest-barnehage/,"Agmund Bolts vei 24, 0664 Oslo",59.915066547851,10.812076703056,1.0,Teisen vest barnehage,1.0000,https://barnehagefakta.no/barnehage/875016792/teisen-vest-barnehage
Alna,Teisentoppen Frelsesarmeens barnehage i Oslo as,36,10,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/teisentoppen-barnehage-frelsesarmeen/,"Teisenveien 5A, 0664 Oslo",59.9177478,10.8175138,0.97,"Teisentoppen, Frelsesarmeens barnehage i Oslo",0.9235,https://barnehagefakta.no/barnehage/973111965/teisentoppen-frelsesarmeens-barnehage-i-oslo-as
Alna,Trøste og Bære barnehage,4,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/troste-og-bare-barnehage/,"Jerikoveien 65, 1067 Oslo",59.93508719918,10.888841391222,1.0,Trøste og bære barnehage,1.0000,https://barnehagefakta.no/barnehage/980287459/troste-og-bare-barnehage-nuf
Alna,Vassenga FUS barnehage,18,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/vassenga-fus-barnehage/,"Nåkkves vei 7, 0670 OSLO",59.915110107363,10.840698346665,1.0,Vassenga FUS barnehage,1.0000,https://barnehagefakta.no/barnehage/917192715/vassenga-fus-barnehage-as
Bjerke,BarnehagenVår Sofus,10,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/barnehagen-var-sofus/,"Økernveien 228, 0584 OSLO",59.940900529097,10.818391243106,1.0,"Barnehagenvår, Sofus",1.0000,https://barnehagefakta.no/barnehage/973761773/barnehagenvar-sofus-as
Bjerke,Bevern Barnehage SA,0,7,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/bevern-barnehage/,"Beverveien 27, 0596 OSLO",59.942601025564,10.849186119976,0.97,Bevern barnehage,0.8362,https://barnehagefakta.no/barnehage/976599136/bevern-barnehage-sa-samvirkeforetak
Bjerke,Bjerkedalen Barnehage,14,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/bjerkedalen-barnehage/,"Refstadveien 71, 0589 OSLO",59.939782617672,10.822599245744,1.0,Bjerkedalen barnehage,1.0000,https://barnehagefakta.no/barnehage/975325075/bjerkedalen-barnehage
Bjerke,Bredtvet,6,9,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/bredtvet-barnehage/,"Bredtvetveien 14, 0950 OSLO",59.947103204634,10.858603981049,0.97,Bredtvet barnehage,0.5135,https://barnehagefakta.no/barnehage/975297683/bredtvet-barnehage
Bjerke,Brobekk barnehage,9,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/brobekk-barnehage/,"Refstadsvingen 16, 0589 OSLO",59.942769757422,10.818314599231,1.0,Brobekk barnehage,1.0000,https://barnehagefakta.no/barnehage/988592846/brobekk-barnehage
Bjerke,Espira Spirea barnehage,14,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/espira-spirea-barnehage/,"Spireaveien 14 D, 0580 OSLO",59.933063,10.800519,1.0,Espira Spirea barnehage,1.0000,https://barnehagefakta.no/barnehage/912267334/espira-spirea-barnehage
Bjerke,Kilden barnehage,30,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/kilden-barnehage/,"Kildeveien 42, 0591 Oslo",59.948197,10.818621,1.0,Kilden barnehage,1.0000,https://barnehagefakta.no/barnehage/921391234/kilden-barnehage
Bjerke,Kolåsbakken barnehage,13,4,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/kolasbakken-barnehage/,"Rødbergveien 68, 0593 OSLO",59.945341041591,10.83046856255,1.0,Kolåsbakken barnehage,1.0000,https://barnehagefakta.no/barnehage/980918874/kolasbakken-barnehage-sa
Bjerke,Linderud Gård,15,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/linderud-gard-barnehage/,"Erich Mogensøns vei 40, 0594 OSLO",59.942016607615,10.835727356092,0.97,Linderud gård barnehage,0.7306,https://barnehagefakta.no/barnehage/975297993/linderud-gard-barnehage
Bjerke,Linderud Gård barnehage,14,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/linderud-gard-barnehage/,"Erich Mogensøns vei 40, 0594 OSLO",59.942016607615,10.835727356092,1.0,Linderud gård barnehage,1.0000,https://barnehagefakta.no/barnehage/975297993/linderud-gard-barnehage
Bjerke,Lunden barnehage,7,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/lunden-barnehage/,"Lunden 22, 0598 OSLO",59.938656939371,10.83189007007,1.0,Lunden barnehage,1.0000,https://barnehagefakta.no/barnehage/986792341/lunden-barnehage-as
Bjerke,Lykketrollet familiebarnehage Anna Rogstads vei,2,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/lykketrollet-familiebarnehage-anna-rogstadsvei/,"Anna Rogstads vei 43B, 0592 OSLO",59.949987938616,10.830223465469,0.818,Lykketrollet familiebarnehage (Anna Rogstadsvei),0.8191,https://barnehagefakta.no/barnehage/992781556/lykketrollet-familiebarnehage-avdeling-anna-rogstads-vei-as
Bjerke,Lykketrollet familiebarnehage Eltonveien,3,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/lykketrollet-familiebarnehage-eltonveien/,"Eltonveien 8, 0586 OSLO",59.939902015619,10.800830052604,1.0,Lykketrollet familiebarnehage (Eltonveien),1.0000,https://barnehagefakta.no/barnehage/992781521/lykketrollet-familiebarnehage-avdeling-eltonveien-as
Bjerke,Lykketrollet familiebarnehage Kildeveien,1,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/lykketrollet-familiebarnehage-kildeveien/,"Kildeveien 10, 0590 OSLO",59.947800866914,10.805788405538,1.0,Lykketrollet familiebarnehage (Kildeveien),1.0000,https://barnehagefakta.no/barnehage/893149732/lykketrollet-familiebarnehage-avdeling-kildeveien-as
Bjerke,Lykketrollet familiebarnehage Krokliveien,3,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/lykketrollet-familiebarnehage-krokliveien/,"Krokliveien 9A, 0584 OSLO",59.937700215909,10.817947509916,1.0,Lykketrollet familiebarnehage (Krokliveien),1.0000,https://barnehagefakta.no/barnehage/912071561/lykketrollet-familiebarnehage-avdeling-krokliveien-as
Bjerke,Lykketrollet familiebarnehage Åkerøveien,3,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/lykketrollet-familiebarnehage-akeroveien/,"Åkerøveien 2, 0586 OSLO",59.935827810727,10.79464907113,1.0,Lykketrollet familiebarnehage (Åkerøveien),1.0000,https://barnehagefakta.no/barnehage/992097965/lykketrollet-familiebarnehage-avdeling-akeroveien-as
Bjerke,Læringsverkstedet Bjerke Panorama barnehage,13,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/laringsverkstedet-bjerke-panorama/,"Refstadveien 34, 0589 OSLO",59.94142034404,10.808019141864,0.97,Læringsverkstedet Bjerke Panorama,0.8420,https://barnehagefakta.no/barnehage/911944812/laringsverkstedet-bjerke-panorama-barnehage
Bjerke,Læringsverkstedet Årvollveien barnehage AS,8,2,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/laringsverkstedet-arvollveien-barnehage/,"Bård skolemesters vei 30, 0590 OSLO",59.945691972387,10.813515395261,0.97,Læringsverkstedet Årvollveien barnehage,0.8926,https://barnehagefakta.no/barnehage/976767675/laringsverkstedet-arvollveien-barnehage
Bjerke,Madamløkken,6,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/madamlokken-barnehage/,"Erich Mogensøns vei 40, 0594 OSLO",59.942016607615,10.835727356092,0.97,Madamløkken barnehage,0.5531,https://barnehagefakta.no/barnehage/980687244/madamlokken-barnehage
Bjerke,Maurtua familiebarnehage avd Edgren,1,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/maurtua-familiebarnehage-avd-edgren/,"Kryssveien 10B, 0583 OSLO",59.93607877229,10.819594884713,1.0,"Maurtua familiebarnehage, avd. Edgren",1.0000,https://barnehagefakta.no/barnehage/888496092/maurtua-familiebarnehage
Bjerke,MAURTUA PRIVATE FAMILIEBARNEHAGE AS AVD,4,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/maurtua-private-familiebarnehage-avd-beverveien/,"Beverveien 25, 0596 OSLO",59.942814213247,10.848714637772,0.7775,"Maurtua Private familiebarnehage, avd. Beverveien",0.7938,https://barnehagefakta.no/barnehage/987337737/maurtua-private-familiebarnehage-as-avd-beverveien
Bjerke,MAURTUA PRIVATE FAMILIEBARNEHAGE AS AVD,4,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/maurtua-private-familiebarnehage-avd-beverveien/,"Beverveien 25, 0596 OSLO",59.942814213247,10.848714637772,0.7775,"Maurtua Private familiebarnehage, avd. Beverveien",0.7938,https://barnehagefakta.no/barnehage/987337737/maurtua-private-familiebarnehage-as-avd-beverveien
Bjerke,MAURTUA PRIVATE FAMILIEBARNEHAGE AS AVD,3,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/maurtua-private-familiebarnehage-avd-beverveien/,"Beverveien 25, 0596 OSLO",59.942814213247,10.848714637772,0.7775,"Maurtua Private familiebarnehage, avd. Beverveien",0.7938,https://barnehagefakta.no/barnehage/987337737/maurtua-private-familiebarnehage-as-avd-beverveien
Bjerke,Norlandia Årvollskogen barnehage,9,3,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/arvollskogen-barnehage/,"Årvollveien 58V, 0590 Oslo",59.952225315017,10.817811924123,1.0,Norlandia Årvollskogen barnehage,1.0000,https://barnehagefakta.no/barnehage/988730491/arvollskogen-barnehage-as
Bjerke,Nybyen barnehage,17,3,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/nybyen-barnehage/,"Mørtelverksbakken 29, 0580 Oslo",59.936600976642,10.806042075889,1.0,Nybyen barnehage,1.0000,https://barnehagefakta.no/barnehage/925106828/nybyen-barnehage
Bjerke,Orelia,6,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/orelia-barnehage/,"Oreliveien 40, 0584 Oslo",59.936251776678,10.814861291649,0.97,Orelia barnehage,0.4750,https://barnehagefakta.no/barnehage/975291618/orelia-barnehage
Bjerke,Refstad barnehage,17,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/refstad-barnehage/,"Ribstonveien 35, 0586 OSLO",59.936040909321,10.800101631749,1.0,Refstad barnehage,1.0000,https://barnehagefakta.no/barnehage/975316645/refstad-barnehage
Bjerke,Risløkka Familiebarnehage,4,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/rislokka-familiebarnehage/,"Risløkkveien 67B, 0583 Oslo",59.933127120809,10.823907359331,1.0,Risløkka familiebarnehage,1.0000,https://barnehagefakta.no/barnehage/999050603/rislokka-familiebarnehage-cemile-algunerhan
Bjerke,Sandbakken barnehage,8,4,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/sandbakken-barnehage/,"Selvbyggerveien 130, 0591 OSLO",59.94481735491,10.828076483148,1.0,Sandbakken barnehage,1.0000,https://barnehagefakta.no/barnehage/975298159/sandbakken-barnehage
Bjerke,Sisiktoppen,12,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/sisiktoppen-barnehage/,"Statsråd Mathiesens vei 16, 0598 OSLO",59.939061329836,10.832520978488,0.97,Sisiktoppen barnehage,0.5531,https://barnehagefakta.no/barnehage/975316653/sisiktoppen-barnehage
Bjerke,Skauen barnehage,3,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/skauen-barnehage/,"Selvbyggerveien 141, 0591 OSLO",59.949548314319,10.822924177849,1.0,Skauen barnehage,1.0000,https://barnehagefakta.no/barnehage/875009532/skauen-barnehage-sa
Bjerke,Skrubbelund barnehage,14,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/skrubbelund-barnehage/,"Veitvetveien 32, 0596 OSLO",59.942998221986,10.85352267148,1.0,Skrubbelund barnehage,1.0000,https://barnehagefakta.no/barnehage/988592765/skrubbelund-barnehage
Bjerke,Skytterbanen FUS bhg,26,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/skytterbanen-fus-barnehage/,"Årvollveien 50 G, 0590 OSLO",59.9532338,10.8188236,1.0,Skytterbanen FUS barnehage,1.0000,https://barnehagefakta.no/barnehage/993891525/skytterbanen-fus-barnehage-as
Bjerke,Sletta barnehage,14,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/sletta-barnehage/,"Selvbyggerveien 23B, 0591 OSLO",59.94975498437,10.821096613921,1.0,Sletta barnehage,1.0000,https://barnehagefakta.no/barnehage/975291723/sletta-barnehage
Bjerke,Tonsenhagen barnehage as,4,3,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/tonsenhagen-barnehage/,"Selvbyggerveien 102B, 0591 Oslo",59.945360818261,10.825152358178,0.97,Tonsenhagen barnehage,0.8467,https://barnehagefakta.no/barnehage/975006271/tonsenhagen-barnehage-as
Bjerke,Ulvenkroken barnehage,0,12,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/ulvenkroken-barnehage/,"Ulvenveien 88, 0581 OSLO",59.92657393041203,10.810688755336722,1.0,Ulvenkroken barnehage,1.0000,https://barnehagefakta.no/barnehage/936179029/ulvenkroken-barnehage
Bjerke,Ulvenparken barnehage,17,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/ulvenparken-barnehage/,"Selma Ellefsens vei 5a, 0581 OSLO",59.925481702153,10.810370580313,1.0,Ulvenparken barnehage,1.0000,https://barnehagefakta.no/barnehage/826458372/ulvenparken-barnehage
Bjerke,Veksthusfløtten Familiebarnehage AS,3,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/veksthusflotten-familiebarnehage-algunerhan/,"Veksthusfløtten 11, 0594 OSLO",59.940207552681,10.831474400768,0.7417,"Veksthusfløtten familiebarnehage, Algunerhan",0.7545,https://barnehagefakta.no/barnehage/987646705/veksthusflotten-familiebarnehage-as
Bjerke,Vollebekk barnehage,27,11,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/vollebekk-barnehage/,"Lunden 51, 0598 OSLO",59.937700958734,10.829002094999,1.0,Vollebekk barnehage,1.0000,https://barnehagefakta.no/barnehage/922080658/vollebekk-barnehage
Bjerke,Årvoll barnehage,6,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/arvoll-barnehage/,"Bård Skolemesters vei 20B, 0590 Oslo",59.945624596184,10.811882503639,1.0,Årvoll barnehage,1.0000,https://barnehagefakta.no/barnehage/975291847/arvoll-barnehage
Bjerke,Økern barnehage,7,5,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/okern-barnehage/,"Økernveien 153, 0580 Oslo",59.931991966833,10.808508081528,1.0,Økern barnehage,1.0000,https://barnehagefakta.no/barnehage/975316661/okern-barnehage
Bjerke,Økernly barnehage,15,5,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/okernly-barnehage/,"Økern Torgvei 7B, 0580 Oslo",59.933474509884,10.807155269643,1.0,Økernly barnehage,1.0000,https://barnehagefakta.no/barnehage/997571673/okernly-barnehage-as
Frogner,Aker brygge Barnehage,5,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/norlandia-aker-brygge-barnehage/,"Bryggetorget 19, 0250 Oslo",59.909756870884,10.723798606552,0.7875,Norlandia Aker Brygge barnehage,0.7067,https://barnehagefakta.no/barnehage/927384973/norlandia-aker-brygge-barnehage
Frogner,Aker brygge barnehage,5,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/norlandia-aker-brygge-barnehage/,"Bryggetorget 19, 0250 Oslo",59.909756870884,10.723798606552,0.7875,Norlandia Aker Brygge barnehage,0.7067,https://barnehagefakta.no/barnehage/927384973/norlandia-aker-brygge-barnehage
