bydel,barnehage,spot_litenavdeling,spot_storavdeling,barnehage_url,address,latitude,longitude,match_score,matched_official_name,name_match_score,barnehagefakta_url
Gamle Oslo,Normannsløkka barnehage,11,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/normannslokka-barnehage/,"Sigurd Hoels vei 14, 0655 Oslo",59.917246036561,10.785309783808,1.0,Normannsløkka barnehage,1.0000,https://barnehagefakta.no/barnehage/932843919/normannslokka-barnehage
Gamle Oslo,Papaya Kanvas-barnehage,5,4,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/papaya-kanvas-barnehage/,"Rubina Ranas gate 10, 0192 OSLO",59.911760067049,10.76450107064,1.0,Papaya Kanvas-barnehage,1.0000,https://barnehagefakta.no/barnehage/990839778/papaya-kanvas-barnehage
Gamle Oslo,Petersborg barnehage,10,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/petersborg-barnehage/,"Sigurd Hoels vei 21, 0655 OSLO",59.916698141474,10.787299874683,1.0,Petersborg barnehage,1.0000,https://barnehagefakta.no/barnehage/922827087/petersborg-barnehage
Gamle Oslo,Sigurdsgate familiebarnehage,3,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/sigurdsgate-familiebarnehage/,"Sigurds gate 20C, 0650 OSLO",59.913210455003,10.774880247849,1.0,Sigurdsgate familiebarnehage,1.0000,https://barnehagefakta.no/barnehage/995110199/sigurdsgate-familiebarnehage-as
Gamle Oslo,Sommerfryd,15,2,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/sommerfryd-barnehage/,"Hagegata 29, 0653 OSLO",59.913832211561,10.775396371546,0.97,Sommerfryd barnehage,0.5417,https://barnehagefakta.no/barnehage/888540512/sommerfryd-barnehage
Gamle Oslo,Sotamyggen barnehage,6,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/sotamyggen-barnehage/,"Vålerenggata 27, 0658 OSLO",59.908190299446,10.787470195775,1.0,Sotamyggen barnehage,1.0000,https://barnehagefakta.no/barnehage/993406597/sotamyggen-barnehage
Gamle Oslo,Strekkoden bhg,6,7,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/strekkoden-barnehage/,"Trelastgata 23, 0191 OSLO",59.907992615914,10.761928064754,1.0,Strekkoden barnehage,1.0000,https://barnehagefakta.no/barnehage/918381309/strekkoden-barnehage
Gamle Oslo,Stålverkskroken barnehage AS,14,2,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/stalverkskroken-barnehage/,"Stålverkskroken 14A, 0661 OSLO",59.917665238595,10.790294497145,0.97,Stålverkskroken barnehage,0.8522,https://barnehagefakta.no/barnehage/912827437/stalverkskroken-barnehage-as
Gamle Oslo,Sørenga barnehage,22,10,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/sorenga-barnehage/,"Sørengkaia 76, 0194 OSLO",59.902661064848,10.755409033058,1.0,Sørenga barnehage,1.0000,https://barnehagefakta.no/barnehage/998754461/sorenga-barnehage
Gamle Oslo,Trudes familie barnehage,0,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/trudes-familiebarnehage/,"Bøgata 12, 0654 Oslo",59.912103892647,10.781009441386,0.7237,Trudes familiebarnehage,0.7258,https://barnehagefakta.no/barnehage/987021152/trudes-familiebarnehage-trude-gulbrandsen
Gamle Oslo,Ullensakergata barnehage,3,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/ullensakergata-barnehage/,"Ullensakergata 13, 0665 OSLO",59.911014328113,10.781881069061,1.0,Ullensakergata barnehage,1.0000,https://barnehagefakta.no/barnehage/994174525/0-6-ullensakergata-barnehage-as
Gamle Oslo,Valle barnehage,7,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/valle-barnehage/,"Vallefaret 14, 0663 OSLO",59.919186246347,10.801800406706,1.0,Valle barnehage,1.0000,https://barnehagefakta.no/barnehage/975291804/valle-barnehage
Gamle Oslo,Valle hovin Idrettsbarnehage,21,3,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/valle-hovin-idrettsbarnehage-as/,"Innspurten 16H, 0663 OSLO",59.917315640868,10.805326703986,0.97,Valle Hovin Idrettsbarnehage AS,0.8845,https://barnehagefakta.no/barnehage/918290222/valle-hovin-barnehage
Gamle Oslo,Venkesfamiliebarnehage,0,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/venkes-familiebarnehage/,"Bøgata 14, 0665 Oslo",59.912103892647,10.781009441386,0.6356,Venkes familiebarnehage,0.5378,https://barnehagefakta.no/barnehage/992332336/venkes-familiebarnehage-venke-anita-fredstad
Gamle Oslo,Vålerenggata baro,5,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/valerenggata-barnehage/,"Vålerenggata 10, 0657 OSLO",59.907910054081,10.784289843577,0.65,Vålerenggata barnehage,0.6679,https://barnehagefakta.no/barnehage/899303962/0-6-valerenggata-barnehage-as
Gamle Oslo,Åkeberg barnehage,15,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/akeberg-barnehage/,"Åkebergveien 23, 0650 Oslo",59.908308138087,10.777789474533,1.0,Åkeberg barnehage,1.0000,https://barnehagefakta.no/barnehage/975291855/akeberg-barnehage
Grorud,Ammerudenga barnehage,24,6,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/ammerudenga-barnehage/,"Ammerudveien 47, 0958 OSLO",59.964065215246,10.874153887874,1.0,Ammerudenga barnehage,1.0000,https://barnehagefakta.no/barnehage/975291243/ammerudenga-barnehage
Grorud,Ammerudgrenda barnehage,14,2,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/ammerudgrenda-barnehage/,"Ammerudgrenda 327B, 0960 OSLO",59.964988405225,10.877448516098,1.0,Ammerudgrenda barnehage,1.0000,https://barnehagefakta.no/barnehage/975291251/ammerudgrenda-barnehage
Grorud,Ammerudkollen friluftsbarnehage,24,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/ammerudkollen-barnehage/,"Lilloseterveien 43, 0957 OSLO",59.963293557652,10.869667805431,1.0,Ammerudkollen friluftsbarnehage,1.0000,https://barnehagefakta.no/barnehage/875291262/ammerudkollen-barnehage
Grorud,Ammerudlia barnehage,24,13,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/ammerudlia-barnehage/,"Ammerudhellinga 49, 0959 OSLO",59.962505570165,10.878352319421,1.0,Ammerudlia barnehage,1.0000,https://barnehagefakta.no/barnehage/975291278/ammerudlia-barnehage
Grorud,Flaen barnehage,16,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/flaen-barnehage/,"Kalbakkveien 32B, 0953 OSLO",59.953739327982,10.872671716692,1.0,Flaen barnehage,1.0000,https://barnehagefakta.no/barnehage/975291375/flaen-barnehage
Grorud,Grorud idrettsbarnehage,15,2,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/grorud-idrettsbarnehage/,"Grorudveien 7, 0962 Oslo",59.95807075804,10.88198245187,1.0,Grorud idrettsbarnehage,1.0000,https://barnehagefakta.no/barnehage/996081222/grorud-idrettsbarnehage
Grorud,Hakkebakkeskogen Familiebarnehage Kirkesvingen,4,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/hakkebakkeskogen-familiebarnehage-kirkesvingen/,"Kirkesvingen 3, 0962 Oslo",59.957223508172,10.885964154265,1.0,Hakkebakkeskogen familiebarnehage (Kirkesvingen),1.0000,https://barnehagefakta.no/barnehage/884170532/hakkebakkeskogen-kirkesvingen
Grorud,Lilleslottet barnehage,18,5,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/lilleslottet-barnehage/,"Odvar Solbergs vei 176C, 0973 OSLO",59.970324065297,10.90312124688,1.0,Lilleslottet barnehage,1.0000,https://barnehagefakta.no/barnehage/975297977/lilleslottet-barnehage
Grorud,Lillomarka Kanvas-barnehage,8,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/lillomarka-kanvas-barnehage/,"Hukenveien 12, 0963 OSLO",59.970103737083,10.876483909161,1.0,Lillomarka Kanvas-barnehage,1.0000,https://barnehagefakta.no/barnehage/973489844/lillomarka-kanvas-barnehage
Grorud,Nemo Fambhg avd rødtvet,3,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/nemo-familiebarnehage-rodtvet/,"Hans Aanruds vei 46, 0956 Oslo",59.953834893717,10.848701762796,1.0,"Nemo familiebarnehage, Rødtvet",0.5419,https://barnehagefakta.no/barnehage/913043898/nemo-familiebarnehage-filiz-gcc
Grorud,Nordtvet barnehage,0,3,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/nordtvet-barnehage/,"Gårdsveien 2 B, 0952 Oslo",59.950563729451,10.871761956661,1.0,Nordtvet barnehage,1.0000,https://barnehagefakta.no/barnehage/875291572/nordtvet-barnehage
Grorud,Nordtvet gård barnehage,14,4,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/nordtvet-gard-barnehage/,"Gårdsveien 7, 0952 Oslo",59.950800148214,10.874531101995,1.0,Nordtvet gård barnehage,1.0000,https://barnehagefakta.no/barnehage/815982762/nordtvet-gard-barnehage-as
Grorud,Nøtteliten familiebarnehage,0,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/notteliten-familiebarnehage/,"Arthur Nordlies vei 7, 0956 Oslo",59.957089639498,10.863400798547,1.0,Nøtteliten familiebarnehage,1.0000,https://barnehagefakta.no/barnehage/991997210/notteliten-familiebarnehage
Grorud,Rasmusbakken barnehage,17,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/rasmusbakken-barnehage/,"Rasmusbakken 1, 0962 OSLO",59.954971,10.877715,1.0,Rasmusbakken barnehage,1.0000,https://barnehagefakta.no/barnehage/975298124/rasmusbakken-barnehage
Grorud,Ravnkollen barnehage,14,6,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/ravnkollen-barnehage/,"Ravnkollbakken 71, 0971 OSLO",59.967913637147,10.892735048533,1.0,Ravnkollen barnehage,1.0000,https://barnehagefakta.no/barnehage/975291642/ravnkollen-barnehage
Grorud,Rødtvet barnehage,24,13,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/rodtvet-barnehage/,"Sandåsveien 5, 0956 OSLO",59.953490322972,10.855971066253,1.0,Rødtvet barnehage,1.0000,https://barnehagefakta.no/barnehage/975291669/rodtvet-barnehage
Grorud,Sandåsveien,10,17,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/sandasveien-barnehage/,"Sandåsveien 1, 0956 OSLO",59.95360227609,10.857589042113,0.97,Sandåsveien barnehage,0.5531,https://barnehagefakta.no/barnehage/975291901/sandasveien-barnehage
Grorud,Skogkanten barnehage,0,6,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/skogkanten-barnehage/,"Arthur Nordlies vei 7, 0956 OSLO",59.957089639498,10.863400798547,1.0,Skogkanten Barnehage,1.0000,https://barnehagefakta.no/barnehage/982443636/skogkanten-barnehage-as
Grorud,Tiurleiken barnehage,7,5,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/tiurleiken-barnehage/,"Ravnkollbakken 24B, 0971 Oslo",59.964015942374,10.890201773272,1.0,Tiurleiken barnehage,1.0000,https://barnehagefakta.no/barnehage/975291898/tiurleiken-barnehage
Grorud,Tjernveien Barnehage,3,18,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/tjernveien-barnehage/,"Ammerudhellinga 2-4, 0959 Oslo",59.960279,10.865609,1.0,Tjernveien barnehage,1.0000,https://barnehagefakta.no/barnehage/979591942/tjernveien-barnehage
Grünerløkka,Akersløkka barnehage,11,5,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/akerslokka-barnehage/,"Torvbakkgata 9, 0550 OSLO",59.919595,10.756882,1.0,Akersløkka barnehage,1.0000,https://barnehagefakta.no/barnehage/881503972/akerslokka-barnehage
Grünerløkka,Barnas Hus barnehage,25,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/barnas-hus-barnehage/,"Christies gate 38, 0568 OSLO",59.93071418081,10.76493515499,1.0,Barnas hus barnehage,1.0000,https://barnehagefakta.no/barnehage/975317544/barnas-hus-barnehage
Grünerløkka,BarnehagenVår Løren,10,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/barnehagen-var-loren/,"Sinsenveien 29, 0585 OSLO",59.931149792197,10.78727390815,1.0,"Barnehagenvår, Løren",1.0000,https://barnehagefakta.no/barnehage/990972850/barnehagenvar-loren
Grünerløkka,Bellevue Gård barnehage,13,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/bellevue-gard-barnehage/,"Helgesens gate 92, 0563 OSLO",59.919391532473,10.777747027736,1.0,Bellevue Gård barnehage,1.0000,https://barnehagefakta.no/barnehage/875317512/bellevue-gard-barnehage
Grünerløkka,Brødfabrikken FUS,14,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/brodfabrikken-fus-barnehage/,"Lørenvangen 3, 0585 OSLO",59.92902,10.794814,0.97,Brødfabrikken FUS barnehage,0.7583,https://barnehagefakta.no/barnehage/917744807/brodfabrikken-fus-barnehage-as
Grünerløkka,"Cizaš, Oslo sámi mánáidgárdi, Oslo samiske barnehage",3,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/samisk-barnehage/,"Helgesens gate 94, 0563 OSLO",59.9196372,10.7760651,1.0,"Cizaš, Oslo sámi mánáidgárdi, Oslo samiske barnehage",1.0000,https://barnehagefakta.no/barnehage/975315967/sami-manaid-gardi-cizas
Grünerløkka,Espira Gartnerløkka barnehage,21,2,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/espira-gartnerlokka-barnehage/,"Lørenvangen 24 Hus 4C, 0585 OSLO",59.931595,10.79718,1.0,Espira Gartnerløkka barnehage,1.0000,https://barnehagefakta.no/barnehage/816032172/espira-gartnerlokka-barnehage
Grünerløkka,Espira Marienfryd,20,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/espira-marienfryd-barnehage/,"Hovinveien 37E, 0576 OSLO",59.920512859064,10.791780696061,0.97,Espira Marienfryd barnehage,0.7583,https://barnehagefakta.no/barnehage/992462310/espira-marienfryd-barnehage
Grünerløkka,Eventyrbrua Steinerbarnehage,10,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/eventyrbrua-steinerbarnehage/,"Storgata 55, 0182 OSLO",59.917645562735,10.758187779732,1.0,Eventyrbrua Steinerbarnehage,1.0000,https://barnehagefakta.no/barnehage/984151527/eventyrbrua-steinerbarnehage
Grünerløkka,Gaia barnehage AS,6,3,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/gaia-barnehage/,"Thorvald Meyers gate 46, 0550 Oslo",59.923109276041,10.759378579231,0.97,Gaia barnehage,0.8301,https://barnehagefakta.no/barnehage/986611134/gaia-barnehage
Grünerløkka,Gregers barnehage,7,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/gregers-barnehage/,"Lørenvangen 10a, 0585 Oslo",59.929368314694,10.794770763404,1.0,Gregers barnehage,1.0000,https://barnehagefakta.no/barnehage/933560627/gregers-barnehage
Grünerløkka,Grünerhagen barnehage,13,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/grunerhagen-barnehage/,"Sofienberggata 3B, 0551 Oslo",59.922094301566,10.756015102901,1.0,Grünerhagen barnehage,1.0000,https://barnehagefakta.no/barnehage/975315908/grnerhagen-barnehage
Grünerløkka,Hallénparken,7,17,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/hallenparken-barnehage/,"Christies gate 40-42, 0568 Oslo",59.930311376241,10.764162166415,0.97,Hallènparken barnehage,0.7216,https://barnehagefakta.no/barnehage/975297802/hallenparken-barnehage
Grünerløkka,Hammerfestgata barnehage,10,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/hammerfestgata-barnehage/,"Hammerfestgata 12-16, 0560 Oslo",59.925526749166,10.772414138439,1.0,Hammerfestgata barnehage,1.0000,https://barnehagefakta.no/barnehage/975315916/hammerfestgata-barnehage
Grünerløkka,Keyserløkka barnehage,0,11,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/keyserlokka-barnehage/,"Einars vei 7, 0575 OSLO",59.923141874181,10.785018255509,1.0,Keyserløkka barnehage,1.0000,https://barnehagefakta.no/barnehage/975016560/keyserlokka-barnehage
Grünerløkka,Konfektfabrikken,9,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/laringsverkstedet-konfektfabrikken/,"Stockholmgata 7, 0566 OSLO",59.926190334497,10.767607765287,0.5828,Læringsverkstedet Konfektfabrikken,0.5201,https://barnehagefakta.no/barnehage/899164512/laringsverkstedet-konfektfabrikken-barnehage
Grünerløkka,Konfektfabrikken,9,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/laringsverkstedet-konfektfabrikken/,"Stockholmgata 7, 0566 OSLO",59.926190334497,10.767607765287,0.5828,Læringsverkstedet Konfektfabrikken,0.5201,https://barnehagefakta.no/barnehage/899164512/laringsverkstedet-konfektfabrikken-barnehage
Grünerløkka,Krydderhagen barnehage,13,2,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/krydderhagen-barnehage/,"Bøkkerveien 16 B og C, 0579 OSLO",59.92809859207,10.795616496063,1.0,Krydderhagen barnehage,1.0000,https://barnehagefakta.no/barnehage/822119212/krydderhagen-barnehage
Grünerløkka,Kulturparken FUS barnehage as,13,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/kulturparken-fus-barnehage/,"Sofienberggata 58, 0563 OSLO",59.920916490517,10.776222092328,0.97,Kulturparken FUS barnehage,0.8825,https://barnehagefakta.no/barnehage/986993282/kulturparken-fus-barnehage-as
Grünerløkka,Lykketrollet familiebarnehage Frydens gate,1,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/lykketrollet-familiebarnehage-sverdrups-gate/,"Sverdrups Gate 18, 0559 OSLO",59.92081488104,10.765733212759,0.7844,Lykketrollet familiebarnehage (Sverdrups gate),0.7960,https://barnehagefakta.no/barnehage/992547081/lykketrollet-familiebarnehage-avdeling-frydens-gate-as
Grünerløkka,Lykketrollet familiebarnehage Sverdrups gate,1,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/lykketrollet-familiebarnehage-sverdrups-gate/,"Sverdrups Gate 18, 0559 OSLO",59.92081488104,10.765733212759,1.0,Lykketrollet familiebarnehage (Sverdrups gate),1.0000,https://barnehagefakta.no/barnehage/992594098/lykketrollet-familiebarnehage-avdeling-sverdrupsgate-as
Grünerløkka,Løren Botaniske barnehage,5,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/loren-botaniske-barnehage/,"Børsteveien 35, 0585 Oslo",59.933399955435,10.793682414067,1.0,Løren Botaniske barnehage,1.0000,https://barnehagefakta.no/barnehage/934371674/loren-botaniske-barnehage
Grünerløkka,Nedregate barnehage,11,4,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/nedregate-barnehage/,"Nedregate 3, 0551 Oslo",59.920169,10.754206,1.0,Nedregate barnehage,1.0000,https://barnehagefakta.no/barnehage/920187943/nedregate-barnehage
Grünerløkka,Norlandia Kanonen barnehage,17,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/kanonen-barnehage/,"Lørenveien 40, 0585 OSLO",59.931151706657,10.791765781944,1.0,Norlandia Kanonen barnehage,1.0000,https://barnehagefakta.no/barnehage/997478673/norlandia-kanonen-barnehage
Grünerløkka,Ola Narr barnehage,11,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/ola-narr-barnehage/,"Grenseveien 19, 0571 Oslo",59.92461336033,10.781143188556,1.0,Ola Narr barnehage,1.0000,https://barnehagefakta.no/barnehage/975315932/ola-narr-barnehage
Grünerløkka,Rodeløkka barnehage,11,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/rodelokka-barnehage/,"Tromsøgata 2, 0560 OSLO",59.923067786479,10.769860523907,1.0,Rodeløkka barnehage,1.0000,https://barnehagefakta.no/barnehage/975291650/rodelokka-barnehage
Grünerløkka,Seilduken,8,4,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/seilduken-barnehage/,"Seilduksgata 32, 0553 OSLO",59.925777387439,10.763366746465,0.97,Seilduken barnehage,0.5286,https://barnehagefakta.no/barnehage/872172572/seilduken-barnehage-al
Grünerløkka,Sinsen Barnehage,20,6,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/sinsen-barnehage/,"Båhusveien 46, 0585 OSLO",59.934170921115,10.785038267631,1.0,Sinsen barnehage,1.0000,https://barnehagefakta.no/barnehage/975291693/sinsen-barnehage
Grünerløkka,Sinsen kirkes barnehage,4,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/sinsen-kirkes-barnehage/,"Lørenveien 13, 0585 OSLO",59.932007270117,10.787624278288,1.0,Sinsen kirkes barnehage,1.0000,https://barnehagefakta.no/barnehage/974703416/sinsen-kirkes-barnehage
Grünerløkka,Sjokoladefabrikken barnehage,14,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/sjokoladefabrikken-barnehage/,"Sofienberggata 37, 0558 Oslo",59.921470637261,10.767735976631,1.0,Sjokoladefabrikken barnehage,1.0000,https://barnehagefakta.no/barnehage/992501774/sjokoladefabrikken-barnehage
Grünerløkka,Sofienbergparken barnehage,2,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/sofienbergparken-og-krakeslottet-barnehage/,"Helgesens gate 63, 0558 OSLO",59.922325395718,10.768962230932,0.6721,Sofienbergparken og Kråkeslottet barnehage,0.6956,https://barnehagefakta.no/barnehage/975298191/sofienbergparken-barnehage
Grünerløkka,Sophies Hage barnehage,18,18,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/sophies-hage-barnehage/,"Jørgen Løvlands gate 1 C-J, 0568 Oslo",59.927792372599,10.774637060305,1.0,Sophies Hage barnehage,1.0000,https://barnehagefakta.no/barnehage/994203584/sophies-hage-barnehage
Grünerløkka,Støperiet,24,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/stoperiet-barnehage/,"Hasleveien 3, 0571 OSLO",59.927012889572,10.778373129346,0.97,Støperiet barnehage,0.5286,https://barnehagefakta.no/barnehage/997939042/stoperiet-barnehage
Grünerløkka,Teglverket barnehage,30,10,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/teglverket-barnehage/,"Eikenga 2, 0579 Oslo",59.924153211372,10.797380314774,1.0,Teglverket barnehage,1.0000,https://barnehagefakta.no/barnehage/994173200/teglverket-barnehage
Grünerløkka,Waldemars Læringsverkstedet barnehage,4,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/laringsverkstedet-waldemars-barnehage/,"Darres gate 26, 0175 OSLO",59.927801636981,10.75300646581,0.8289,Læringsverkstedet Waldemars barnehage,0.7553,https://barnehagefakta.no/barnehage/892775362/laringsverkstedet-waldemars-barnehage
Nordre Aker,Amigos Giraffen familiebarnehage,0,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/amigos-giraffen-familiebarnehage/,"Bråtenalleen 10, 0487 OSLO",59.948637123708,10.78526110269,1.0,Amigos Giraffen familiebarnehage,1.0000,https://barnehagefakta.no/barnehage/997628306/amigos-giraffen-familiebarnehage
Nordre Aker,Amigos Småen familiebarnehage,0,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/amigos-smaen-familiebarnehage/,"Bjerkealleen 50A, 0487 OSLO",59.949773969415,10.778894171918,1.0,Amigos Småen familiebarnehage,1.0000,https://barnehagefakta.no/barnehage/994464000/amigos-smaen-familiebarnehage
Nordre Aker,Badebakken barnehage,10,2,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/badebakken-barnehage/,"Badebakken 28, 0467 OSLO",59.946206365002,10.762983697185,1.0,Badebakken barnehage,1.0000,https://barnehagefakta.no/barnehage/979592655/badebakken-barnehage
Nordre Aker,Bakkehaugen barnehage,8,2,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/bakkehaugen-barnehage-sa/,"Einar Høigårds vei 25, 0871 OSLO",59.947171759649,10.755246731441,0.97,Bakkehaugen barnehage SA,0.8467,https://barnehagefakta.no/barnehage/974797127/bakkehaugen-barnehage-sa
Nordre Aker,Bamsebo SiO Barnehage,10,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/bamsebo-sio-barnehage/,"Sem Sælands vei 4, 0371 OSLO",59.93692594408,10.719642282162,1.0,Bamsebo – SiO barnehage,1.0000,https://barnehagefakta.no/barnehage/930639664/bamsebo-sio-barnehage-as
Nordre Aker,Bergtunet barnehage,19,6,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/bergtunet-barnehage/,"Bergsalléen 23, 0854 OSLO",59.948037488901,10.73829586194,1.0,Bergtunet barnehage,1.0000,https://barnehagefakta.no/barnehage/993898848/bergtunet-barnehage
Nordre Aker,Best barnehage,10,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/best-barnehage/,"Lettvintveien 29, 0487 OSLO",59.944406788615,10.786591143405,1.0,Best barnehage,1.0000,https://barnehagefakta.no/barnehage/918049916/best-barnehage-as
Nordre Aker,Bjerkealleen Kanvas barnehage,8,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/bjerkealleen-kanvas-barnehage/,"Bjerkealleen 21-23, 0487 OSLO",59.946391287006,10.781308934526,0.7676,Bjerkealléen Kanvas-barnehage,0.6710,https://barnehagefakta.no/barnehage/973076388/bjerkealleen-kanvas-barnehage
Nordre Aker,Blindern Barnestuer,16,7,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/blindern-barnestuer/,"Moltke Moes vei 18-24, 0851 OSLO",59.940672866358,10.72638784247,1.0,Blindern Barnestuer,1.0000,https://barnehagefakta.no/barnehage/973278886/blindern-barnestuer-sa
Nordre Aker,Bråtenalleen barnehage,19,7,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/bratenalleen-barnehage/,"Bråtenalléen 33, 0487 OSLO",59.9514895,10.7754813,0.708,Bråtenalléen barnehage,0.6125,https://barnehagefakta.no/barnehage/975297691/bratenalleen-barnehage
Nordre Aker,Bukken Bruse barnehage SA,3,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/bukken-bruse-barnehage/,"Nygård terrasse 10, 0873 OSLO",59.951834922658,10.75848372411,0.97,Bukken Bruse barnehage,0.8774,https://barnehagefakta.no/barnehage/973390945/bukken-bruse-barnehage-sa
Nordre Aker,Damplassen barnehage,5,0,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/damplassen-barnehage/,"Nils Lauritssøns vei 2a, 0854 OSLO",59.944153821282,10.734893382953,1.0,Damplassen barnehage,1.0000,https://barnehagefakta.no/barnehage/973457403/damplassen-barnehage
Nordre Aker,Disengrenda barnehage,10,1,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/disengrenda-barnehage/,"Disengrenda 8, 0587 OSLO",59.943085296285,10.796598825975,1.0,Disengrenda barnehage,1.0000,https://barnehagefakta.no/barnehage/975297705/disengrenda-barnehage
Nordre Aker,Eikenøtten barnehage SA,3,2,https://www.oslo.kommune.no/barnehage/finn-barnehage-i-oslo/eikenotten-barnehage-sa/,"Tåsenveien 32, 0870 OSLO",59.944772836768,10.747330450574,1.0,Eikenøtten barnehage SA,1.0000,https://barnehagefakta.no/barnehage/973351273/eikenotten-barnehage
